student_id,age,gender,course_id,region,highest_education,disability,age_band,total_clicks,attendance_rate,time_spent_online,submission_delays,previous_attempts,forum_posts,assessment_1,assessment_2,assessment_3,days_since_last_access,clicks_per_day,avg_assessment_score,assessment_consistency,final_result
STU_0022,19,F,DDD,West,Lower Than A Level,N,0-35,769,0.7497144354118156,52.30607753844293,2,0,5,78.06993473603251,61.83931523168442,60.24895999862857,0.18492919249047657,648.9839265278972,66.71940332211517,8.052255583605973,Pass
STU_0023,38,F,FFF,West,A Level,N,0-35,602,0.7014827127413406,47.16200997106764,0,0,7,88.23825923887131,77.4256022606458,83.34349183579197,6.441785363523577,80.89456636988544,83.00245111176969,4.420830941031592,Pass
STU_0024,50,F,CCC,South,A Level,N,0-35,81,0.6595050708501539,30.85252018592079,3,0,5,102.6762431205681,66.25453068196444,73.3608515331758,3.36404112713843,18.56077833370763,80.76387511190278,15.763647057295568,Pass
STU_0025,29,M,CCC,Central,A Level,N,35-55,1600,0.9759337282843935,34.38224333992452,2,0,3,64.14057035849989,50.17749994860384,76.69048889599509,1.3873198809613168,670.2076302216014,63.66951973436627,10.82900617936214,Pass
STU_0026,39,F,CCC,South,HE Qualification,N,35-55,623,0.5629289722246172,52.14655954459937,1,0,2,72.12071014451988,78.2041967336983,55.6842152425333,0.6338925682827186,381.2980192784621,68.66970737358382,9.512078520994935,Pass
STU_0027,61,M,AAA,North,A Level,N,0-35,716,0.6858399622632892,71.6748536935487,3,0,5,83.00076992814328,54.700564976434514,83.13131865503755,5.087163004260117,117.62458135241417,73.61088451987179,13.371721396756229,Pass
STU_0028,42,M,FFF,West,A Level,N,35-55,333,0.8600804875172164,52.08988654863024,5,0,7,79.17652760422865,62.31206039210039,76.9932728605479,2.773281136721027,88.25210418574225,72.82728695229231,7.4886199230599395,Pass
STU_0029,44,F,DDD,North,A Level,Y,55<=,1794,0.7433240059881477,70.51600400985008,1,0,5,95.72632292998786,59.649475274206516,83.68485994622687,1.3408112521555127,766.400963917109,79.68688605014042,14.997168191583269,Pass
STU_0030,59,F,DDD,East,Lower Than A Level,N,0-35,1905,0.7616083648776171,61.02442449880778,1,0,5,68.38208456610465,72.27001335261424,77.52222895446494,1.7600752475570784,690.1985740012345,72.72477562439461,3.7452784856754087,Pass
STU_0031,45,M,EEE,East,A Level,N,55<=,1567,0.8105937937731879,30.452791192850004,2,0,7,64.03843136679514,43.3169079753511,76.57625848635269,5.255470698443342,250.50073376411848,61.31053260949964,13.714400529515345,Pass
STU_0032,33,M,EEE,South,Lower Than A Level,N,35-55,236,0.860902328515025,27.477615998095644,2,0,7,90.64444116719199,68.57794842496297,42.87761255926978,1.2416738969659111,105.27847084244691,67.36666738380825,19.519526635912552,Pass
STU_0033,32,M,GGG,Central,A Level,N,35-55,547,0.9721605176248703,11.732711536072012,0,0,10,74.54575635430224,87.44790316703808,90.20404867665603,0.2817213314625291,426.76983410726007,84.06590273266545,6.825148341081112,Pass
STU_0034,64,F,EEE,North,A Level,N,55<=,1515,0.7345621686370569,63.953620680669275,0,1,4,78.10360816126311,69.72388548179798,50.87267567865467,7.266883260144189,183.26132743449142,66.23338977390524,11.3876714383936,Pass
STU_0035,61,F,CCC,Central,HE Qualification,N,35-55,179,0.6968444466053293,78.46743526256721,4,0,4,68.90975870193573,55.9862668278784,88.59320469162515,1.4698537505246896,72.47392683148696,71.16307674047975,13.406744095160496,Pass
STU_0036,20,F,DDD,South,Lower Than A Level,N,0-35,688,0.8268563948473958,38.83925584894811,1,0,0,83.90646218336704,61.41827356072134,70.8350906732781,1.2849157078442142,301.105199477629,72.0532754724555,9.221085891789283,Pass
STU_0037,54,F,FFF,East,A Level,N,55<=,1365,0.8694456422792322,14.028025483223933,0,1,3,57.02384616048823,73.32346015646212,46.29250665245868,0.68597475888792,809.6206617591138,58.87993765646968,11.113112932177314,Pass
STU_0038,24,F,CCC,Central,Lower Than A Level,N,0-35,163,0.8365319769339505,14.859940900903428,0,0,3,63.125891269028415,78.08535502757316,70.62187880790938,6.831412088779093,20.813615495160526,70.61104170150365,6.107180313257493,Pass
STU_0039,38,M,AAA,Central,Lower Than A Level,N,55<=,1272,0.6282543980068701,19.741185664494303,2,1,2,30.276442429800873,95.07086143099271,47.996255303947876,0.7358045184166303,732.8014108180197,57.78118638824716,27.34212672378,Pass
STU_0040,26,F,EEE,East,HE Qualification,N,35-55,62,0.8544597421419522,26.336230247971304,2,0,9,60.58642479365412,38.73663351815584,89.7277201768583,3.0373549813992957,15.35658872842328,63.01692616288941,20.887847062159008,Pass
STU_0041,56,M,CCC,North,HE Qualification,N,55<=,1344,0.8049898379430905,29.490267692236532,3,0,8,83.9736943450493,72.74187983571296,63.74820043578547,6.379977121931353,182.114385694501,73.48792487218257,8.273857962109645,Pass
STU_0042,35,M,CCC,East,HE Qualification,N,55<=,1674,0.7486198104943819,42.42873513386628,1,1,8,70.69624504352187,71.33706752929795,55.34104343721128,0.10661298931142504,1512.723975020051,65.79145200334371,7.394184325711184,Pass
STU_0043,21,M,AAA,Central,HE Qualification,N,0-35,1288,0.7989648975110907,121.12381699128876,2,0,4,56.14122413345098,66.79833479280808,82.5735701420549,5.294623098296555,204.61908201438737,68.50437635610466,10.8581816231329,Pass
STU_0044,42,F,BBB,North,HE Qualification,N,35-55,493,0.5542155387350757,60.34933212087221,2,0,10,91.44197063614831,74.3979123024883,71.32239750348049,1.5859476824831589,190.64577498590236,79.0540934807057,8.849079919535203,Pass
STU_0045,31,F,DDD,North,HE Qualification,N,0-35,1863,0.8627118692905456,91.10595624284048,2,0,3,72.07765874526602,63.86835313741584,80.32267341966954,3.2186106100587653,441.61459120163937,72.08956176745046,6.7174533988806235,Pass
STU_0046,26,F,FFF,East,HE Qualification,N,35-55,1585,0.7702587012452782,19.60675360912211,0,0,2,95.40625936322132,50.0213532022767,70.17765026046064,1.3975785871907318,661.0836485060377,71.86842094198622,18.566842415671495,Pass
STU_0047,43,M,GGG,Central,HE Qualification,N,0-35,496,0.7065920570756198,23.929783260427754,1,0,2,82.8503168397792,71.84346666671252,90.50645135279662,3.5674127408310223,108.59539703209629,81.73341161976278,7.6599546256762014,Pass
STU_0048,19,M,BBB,South,A Level,N,55<=,1035,0.6236468079629729,43.63042562699749,2,0,2,72.82303132634226,79.6865809958827,65.5757898735535,0.8802752542990666,550.4513222910173,72.69513406525948,5.761416192022318,Pass
STU_0049,37,M,EEE,Central,Lower Than A Level,N,0-35,1042,0.7899026250214045,53.02963632921974,0,1,6,97.52507432891782,67.14834994401234,46.78578354307983,0.0665237743932407,977.0058811795427,70.48640260533666,20.848274973240784,Pass
STU_0050,45,M,CCC,West,HE Qualification,N,35-55,764,0.6923868885836056,27.16241002503169,0,1,2,64.38007656239122,87.06816578049349,54.49113791050543,8.85730089715557,77.50600371958417,68.64646008446338,13.637380185322773,Pass
STU_0051,64,M,AAA,South,HE Qualification,N,35-55,123,0.8147864401324404,41.56107585820287,3,0,9,53.57664421484362,63.72685171821842,78.96300919889708,0.049509587198195024,117.19759542965663,65.42216837731971,10.433039049317117,Pass
STU_0052,24,M,AAA,North,Lower Than A Level,N,55<=,586,0.9610989696065043,110.73989354289542,2,3,8,93.99026306221009,76.2901858148278,61.47525168646056,5.21350676633682,94.31067222374281,77.25190018783282,13.291605423291642,Pass
STU_0053,61,F,DDD,South,A Level,N,35-55,150,0.6572525148168216,27.949001073434726,2,0,4,79.06795459269895,39.52862216897822,92.53417561986149,0.555873220303459,96.40888347621527,70.37691746051289,22.495151610712156,Pass
STU_0054,25,F,BBB,North,Lower Than A Level,N,0-35,225,0.8647835935875634,29.99262863920118,1,0,4,90.90703526714904,108.3637608342969,53.26913146394088,1.4938280421846915,90.22274037904039,84.17997585512894,22.98977370649626,Pass
STU_0055,64,F,GGG,North,Lower Than A Level,N,55<=,476,0.8512996935221022,15.908596992312866,1,1,3,83.22046647628642,63.903572251666816,88.29152686775134,5.186225165181906,76.94514623862761,78.47185519856819,10.50730109302429,Pass
STU_0056,52,F,DDD,South,HE Qualification,N,35-55,1190,0.8868831349960078,101.53258045902894,0,1,9,94.65214406465385,59.212645194747566,65.07121096418606,0.6917591051363394,703.4098391355178,72.97866674119582,15.510972733015944,Pass
STU_0057,31,M,CCC,North,Lower Than A Level,N,35-55,1239,0.9744984342354601,6.763604772264683,3,1,10,62.32718247436291,63.216477664018804,92.9205420850806,6.023207423761612,176.41512278394234,72.82140074115411,14.216875501926992,Pass
STU_0058,34,M,DDD,North,Lower Than A Level,N,0-35,90,0.7025570425051333,47.87318563562842,1,0,5,67.17048004221736,50.92188645961485,80.09009682004981,2.066025220673337,29.353965972998385,66.06082110729402,11.933695463449636,Pass
STU_0059,53,F,FFF,West,HE Qualification,N,0-35,478,0.6604832093828994,43.12945139596558,0,0,5,67.01244714909411,46.96670204986485,75.0800789922988,1.3678452258120117,201.87130256204907,63.01974273041926,11.819383999967272,Pass
STU_0060,57,M,AAA,Central,HE Qualification,N,55<=,393,0.9137330969284382,22.294858313698846,3,1,9,67.21473255807032,68.73879790586889,82.6304039844648,3.258015994693684,92.29650628127146,72.86131148280134,6.9357561484254955,Pass
STU_0061,21,F,AAA,Central,HE Qualification,N,35-55,1497,0.6769591150374029,19.882071722471686,1,0,2,46.49430140790991,70.0540835024003,91.62646184131873,1.2528699099065401,664.4857714230392,69.39161558387632,18.43108107073562,Pass
STU_0062,19,F,EEE,West,HE Qualification,N,0-35,415,0.7856981404586074,26.967280019025182,2,0,5,72.45155983321213,72.02976221244023,71.1871424338815,1.279859515044339,182.02875978168728,71.88948815984462,0.5256395769639133,Pass
STU_0063,23,F,EEE,South,Lower Than A Level,N,55<=,1193,0.8050667095871695,22.206241619537355,1,0,5,81.86613165808825,67.38903962796364,41.96803957587913,3.9674402045727195,240.16393773634107,63.74107028731034,16.49131484919399,Pass
STU_0064,59,M,GGG,East,Lower Than A Level,Y,35-55,658,0.8403208354776046,18.592274936647332,0,1,8,59.79222891574878,66.50441594330893,91.20072885072976,1.1124616743174613,311.48494100495367,72.49912456992915,13.504958735713371,Pass
STU_0065,21,F,CCC,East,A Level,N,35-55,706,0.9183444174704014,41.09651516550372,2,0,6,56.29496953830643,46.344631806383696,67.660084199732,0.6723294853579924,422.1656116102431,56.766561848140704,8.708383974205379,Pass
STU_0066,46,F,FFF,East,A Level,N,55<=,777,0.8619985979505372,20.84258393517685,0,0,6,67.96078062913489,59.227358995759275,112.9583881562966,4.945255559991633,130.6924474750575,80.04884259373026,23.542115526683254,Pass
STU_0067,35,F,BBB,West,Lower Than A Level,Y,55<=,278,0.6172591029920169,49.234630639417645,1,0,7,81.76817308861847,70.90294268845584,62.35693300815364,4.9099808099543765,47.03906982773199,71.67601626174265,7.943437225267447,Pass
STU_0068,43,M,DDD,West,A Level,N,0-35,874,0.6365009164765421,58.313135036941446,1,0,5,53.86464362616378,58.30265915861572,65.90726633862984,2.0649906247066165,285.1558477715279,59.35818970780311,4.97271213751622,Pass
STU_0069,61,M,GGG,North,Lower Than A Level,N,35-55,1203,0.8351852206410687,32.864013674625994,1,1,5,105.02916679865132,73.25903573325003,83.91112757173025,2.2437962135785656,370.8617683701057,87.39977670121054,13.202608619502982,Pass
STU_0070,51,F,CCC,East,A Level,Y,35-55,1425,0.8378823039707687,40.742464617682515,1,0,7,50.51281087366459,65.56622876365724,84.18532563403804,3.5729390033824924,311.6157899648261,66.75478842378662,13.77241368633102,Pass
STU_0071,27,M,EEE,South,HE Qualification,N,35-55,938,0.8118504271949836,101.02970405247567,1,0,4,61.439388209142734,65.42743581936719,78.76197948107477,2.1356098389356832,299.14436048535435,68.5429345031949,7.407104298365778,Pass
STU_0072,53,M,DDD,South,A Level,N,55<=,1391,0.8109500714087716,64.64005982484632,0,0,4,87.0112044410348,71.73083755634387,63.041186599788126,1.6189099057098262,531.1370188670103,73.92774286572227,9.908253580767981,Pass
STU_0073,31,M,EEE,East,HE Qualification,N,0-35,1033,0.9254888792171686,11.95646639887176,5,0,6,84.51297778905939,76.73257572166828,53.43689809735265,15.832130452994214,61.3707220773258,71.56081720269344,13.203307587754129,Pass
STU_0074,48,M,DDD,East,HE Qualification,N,35-55,1722,0.5993381885229756,76.45031084122114,0,0,6,83.1998127294989,80.74438152561926,61.16663322477339,0.479240424440437,1164.1109663774862,75.03694249329719,9.858884149254052,Pass
STU_0075,32,M,BBB,East,HE Qualification,N,55<=,885,0.9202052114721208,139.99570915534824,0,0,4,59.718466608407184,103.69476605030943,47.73347314052391,2.694821883341132,239.52440143060898,70.3822352664135,24.058311765753793,Pass
STU_0076,25,M,CCC,West,HE Qualification,N,35-55,1410,0.6943127257299285,73.18293680008607,3,0,3,62.56509379121832,83.54807425700345,105.01512860461983,6.5110680785694175,187.72296899065694,83.70943221761387,17.330529732398823,Pass
STU_0077,31,M,DDD,West,A Level,N,0-35,1346,0.5798579782271082,39.82802000755092,1,0,3,57.153706405579456,41.352009349591114,55.60602466337971,3.486718071253518,299.99656288275514,51.37058013951676,7.112320305795579,Pass
STU_0078,40,M,FFF,West,Lower Than A Level,N,35-55,166,0.7927926843088696,67.60414273042402,3,1,10,65.19710470548029,48.49048151498501,67.29513337728748,6.383962344071526,22.481154733038277,60.32757319925093,8.413797625853196,Pass
STU_0079,57,M,GGG,Central,HE Qualification,N,0-35,867,0.6773519129074567,67.16805646072785,2,1,6,75.74119472422332,63.05635775240691,83.07919348870743,1.2299320605748756,388.80108292469134,73.95891532177923,8.270867654283142,Pass
STU_0080,38,M,AAA,South,A Level,N,0-35,417,0.948986057742481,77.57202196868535,2,0,6,57.08090694410654,54.267493568523676,72.08354264547634,0.9523337485134473,213.59052995806357,61.14398105270218,7.820244224108422,Pass
STU_0081,33,F,FFF,South,HE Qualification,N,35-55,1167,0.8459469806801106,34.131893909537474,1,0,4,43.77718229139006,75.0289434886696,62.53862373116206,5.71691623819471,173.7404425804857,60.44824983707391,12.843815418214861,Pass
STU_0082,62,F,FFF,North,A Level,Y,35-55,217,0.9651786282672017,10.311412918827454,2,2,1,87.53829406521444,76.93866232142543,69.62256784068092,1.503193141205119,86.68927556086587,78.03317474244027,7.3548976706195095,Pass
STU_0083,35,M,GGG,West,A Level,N,0-35,1003,0.6526214124532925,28.983522749192204,0,0,5,67.2975070923791,59.296773406341465,62.26256854479745,3.7103385534669364,212.9358619587471,62.95228301450601,3.3024954621233906,Pass
STU_0084,64,F,AAA,Central,A Level,Y,55<=,1788,0.8298733895897997,48.38814768575117,1,0,7,81.22130420864816,89.41415356733042,67.92869024520093,0.4796210997807864,1208.4174794918115,79.5213826737265,8.853382911268465,Pass
STU_0085,41,F,FFF,Central,Lower Than A Level,N,0-35,1414,0.9082482963588977,95.58052869859861,0,1,4,65.36284773776586,94.17560022096481,78.24874512682645,4.229771559203079,270.3750984135658,79.26239769518571,11.78457452382924,Pass
STU_0086,43,M,DDD,South,A Level,N,35-55,710,0.7051376997087506,71.10426313542044,1,0,3,78.14193775825169,35.38709703579924,55.41300297920273,2.3887484039724747,209.51688215262587,56.314012591084555,17.466214339711147,Pass
STU_0087,42,M,DDD,West,A Level,N,35-55,1987,0.6137383871464378,35.628603594248894,0,0,5,104.89283588295424,42.28019681848082,89.2870511378062,0.9384320638657201,1025.055268657403,78.82002794641376,26.61145835314012,Pass
STU_0088,62,M,DDD,North,Lower Than A Level,N,55<=,744,0.7766739025273713,40.84215434770696,1,0,7,52.85070299898473,87.75032272807094,73.162987636513,2.0466452466357357,244.20302981502803,71.25467112118956,14.311466690517737,Pass
STU_0089,58,F,AAA,West,Lower Than A Level,N,0-35,974,0.9058607766476425,3.594981980802001,1,0,9,58.33115453750597,83.6569217372006,62.66419260109818,3.5815093123326935,212.59369644369096,68.21742295860157,11.059758786275744,Pass
STU_0090,46,F,FFF,East,A Level,Y,0-35,201,0.7685714210620466,43.02875193372805,3,1,2,56.48892345071934,77.04773271685978,66.94985833265697,0.03587285112198646,194.03925856565365,66.82883816674536,8.393534973251874,Pass
STU_0091,32,M,AAA,West,Lower Than A Level,N,0-35,635,0.9039352520532336,14.576718832364572,0,0,6,101.56268912675152,68.19691536636662,90.67920668602657,3.043919809737465,157.02586348793716,86.81293705971491,13.893157675028439,Pass
STU_0092,62,M,DDD,East,HE Qualification,N,35-55,1950,0.8280634344210984,139.83743588127393,0,0,2,69.72886129966413,66.1438973722063,85.0945406949043,2.3399789897371703,583.836007948496,73.65576645559157,8.219779342689872,Pass
STU_0093,18,M,GGG,East,HE Qualification,N,0-35,962,0.869691075402009,15.239313980389202,2,2,3,83.3121634091464,77.6587898016922,75.83954544884284,0.7464849250279383,550.8206719760899,78.93683288656048,3.1817238922998468,Pass
STU_0094,42,F,FFF,North,Lower Than A Level,N,55<=,323,0.8627114257600155,2.591787371496721,1,2,5,30.342618430547574,71.17657956463084,62.39248293754882,4.194870965134336,62.176712793798416,54.63722697757574,17.549189757715865,Pass
STU_0095,24,F,FFF,South,Lower Than A Level,N,35-55,1627,0.7207347263189502,24.794614987130952,4,0,3,75.61688210798681,91.53900872557136,81.09189937822065,1.084894413033746,780.3752505780567,82.74926340392626,6.604981485811852,Pass
STU_0096,26,F,EEE,West,A Level,N,35-55,545,0.6088824069082255,93.54042578649293,0,0,4,64.58784776232547,55.73760892710579,72.22655167229605,0.9724611784356816,276.3045508617961,64.18400278724243,6.737636889714649,Pass
STU_0097,41,F,EEE,East,Lower Than A Level,N,0-35,1797,0.6105540543177713,41.092681263758806,1,0,5,90.82914680339404,68.3239183133875,99.93070445876779,1.9115390710938849,617.1993423824654,86.36125652518312,13.284546542594766,Pass
STU_0098,18,M,BBB,West,A Level,Y,55<=,150,0.7053430016520411,53.729921279098214,2,1,4,79.88141286736159,84.02603566967726,71.39928067321614,3.3824215211112714,34.22765228707708,78.43557640341832,5.2552556389145595,Pass
STU_0099,61,M,CCC,South,HE Qualification,N,35-55,606,0.6498407452787405,17.80800688822867,4,0,5,63.70432995229897,70.95952736825137,98.94108421329928,7.92872519320737,67.87083115303196,77.86831384461654,15.192228509878232,Pass
STU_0100,25,M,EEE,South,Lower Than A Level,Y,35-55,1155,0.5749997584302977,33.8141481886273,3,0,2,93.69728867249333,80.11686803529764,75.11729531385977,0.4572069782286974,792.6121801886758,82.97715067388357,7.850263302639978,Pass
STU_0101,41,M,AAA,Central,A Level,N,0-35,1602,0.8275518167645537,54.80871143888096,1,0,4,95.07442686869655,79.8551925574775,55.41047846165419,1.5148692476966905,637.0112487825098,76.78003262927608,16.338087551222987,Pass
STU_0102,28,F,EEE,South,A Level,N,0-35,122,0.920337101508568,22.509162170853386,1,0,5,92.58533274013121,60.35286231025839,124.74748059910623,0.20801677000141036,100.99197546724253,92.56189188316527,26.288998056816286,Pass
STU_0103,34,F,BBB,North,HE Qualification,N,55<=,1087,0.8516117938258903,65.58703084382545,2,0,6,81.4373940032171,49.627980861767625,48.84866365526699,4.263287887288228,206.5248991272732,59.97134617341724,15.18212196193335,Pass
STU_0104,25,M,FFF,East,Lower Than A Level,N,0-35,1506,0.9506956009519015,26.762080250275698,0,0,10,65.84075016043579,54.53990528506338,40.37241477311103,1.7811703627198052,541.4986511388066,53.58435673953674,10.419335603177336,Pass
STU_0105,52,M,BBB,Central,HE Qualification,N,55<=,206,0.7657904592699976,18.932061860334972,1,0,5,73.48114294753937,48.4922041369252,38.80422684603923,3.6820225193470684,43.99807970781134,53.592524643501264,14.608948844913977,Pass
STU_0106,52,F,FFF,North,A Level,N,35-55,784,0.6956192283495879,64.76821080535089,0,0,6,63.74927115657779,34.59227454206321,115.83491416674426,1.1666843795775574,361.8431957094083,71.39215328846176,33.60458161975191,Pass
STU_0107,50,M,GGG,West,A Level,N,55<=,181,0.7011996310538738,24.53432514452497,1,0,7,73.31957340964834,87.65170455382616,105.98384704508564,5.579804823181961,27.508414742379745,88.98504166952004,13.368421346111296,Pass
STU_0108,22,F,GGG,East,Lower Than A Level,Y,55<=,1411,0.6402579068841899,49.36064665828565,0,0,4,61.08055437619912,34.051585876370055,74.30418730671083,2.2960446525333875,428.08886066379137,56.47877585309334,16.752119361626182,Pass
STU_0109,59,M,FFF,South,A Level,N,55<=,1068,0.9417554243787981,43.672017986858755,4,1,7,67.45480257297618,101.50628404422676,78.94627238414908,8.626274444736996,110.94634857246471,82.635786333784,14.1441444300022,Pass
STU_0110,56,M,CCC,East,Lower Than A Level,N,35-55,1477,0.8190793976630468,76.27654216767864,1,1,6,102.15323142057949,58.499828031010296,76.01474396432957,0.24628200764118974,1185.1250286405764,78.88926780530646,17.936965041637176,Pass
STU_0111,58,M,EEE,West,HE Qualification,N,0-35,1449,0.6158506049620678,46.69107176239473,5,0,2,74.66410668649968,62.989604308054496,43.669501253380936,2.1663492455619253,457.62481887649415,60.4410707493117,12.781175192803598,Pass
STU_0112,45,M,AAA,Central,Lower Than A Level,N,35-55,1961,0.8189074785517112,57.33962914956224,1,0,3,63.55190898681861,40.73191701662665,95.341240746856,4.363144662828037,365.6436891571644,66.54168891676709,22.39417554619042,Pass
STU_0113,24,M,AAA,Central,Lower Than A Level,N,0-35,608,0.6707944400245764,5.3368850443517895,0,0,4,53.49622415798554,74.92220337095722,93.24575884013144,2.7500172746811153,162.13258645633883,73.88806212302472,16.244146903880726,Pass
STU_0114,26,M,DDD,Central,A Level,N,55<=,156,0.9207626732755149,131.65895219724803,2,0,4,68.50289933269104,63.30393914923762,52.302511051747686,0.07040207237884816,145.73962815048327,61.36978317789211,6.7537083445294614,Pass
STU_0115,25,M,FFF,South,A Level,N,55<=,1693,0.9148725365272844,55.92714951806887,1,0,5,81.18038462185402,69.09975743520377,77.21092950140363,10.7631605150105,143.92390530075912,75.8303571861538,5.0275821388240525,Pass
STU_0116,29,F,AAA,North,Lower Than A Level,N,55<=,314,0.9217184047133771,44.666158785435236,2,0,7,72.05057984135894,53.83177609423521,70.8253723617205,1.0625927300568943,152.23557972656027,65.56924276577155,8.314700886225964,Pass
STU_0117,51,F,CCC,North,A Level,N,55<=,1278,0.66178731830774,7.178098804598654,3,1,3,69.190560099029,76.65468391740426,68.62145631879771,0.8601590725341831,687.0380167320421,71.48890011174365,3.6601422124727496,Pass
STU_0118,50,F,FFF,East,A Level,N,55<=,1152,0.5939778044578307,106.39118300449637,2,0,3,76.38349068823874,53.16948666888618,61.13444218288869,1.994611535273255,384.69096456441764,63.56247318000453,9.631337620664663,Pass
